"Date","Price","Open","High","Low","Vol.","Change %"
"01/17/2002","13,704","13,848","13,939","13,687","","-1.04%"
"01/16/2002","13,848","13,711","13,956","13,655","","1.03%"
"01/15/2002","13,706","13,759","13,778","13,634","","-0.38%"
"01/14/2002","13,759","13,878","13,885","13,735","","-0.93%"
"01/11/2002","13,888","13,851","13,936","13,796","","0.34%"
"01/10/2002","13,841","13,651","13,977","13,637","","1.39%"
"01/09/2002","13,651","13,438","13,714","13,436","","1.58%"
"01/08/2002","13,438","13,418","13,460","13,400","","0.17%"
"01/07/2002","13,415","13,425","13,514","13,380","","-0.09%"
"01/04/2002","13,428","13,409","13,467","13,371","","0.18%"
"01/03/2002","13,404","13,420","13,490","13,336","","-0.09%"
"01/02/2002","13,415","13,447","13,449","13,383","","-0.07%"
"12/31/2001","13,425","13,298","13,425","13,296","","0.83%"
"12/28/2001","13,315","13,314","13,417","13,259","","-0.01%"
"12/27/2001","13,317","13,350","13,483","13,302","","-0.25%"
"12/26/2001","13,350","13,351","13,388","13,312","","-0.06%"
"12/25/2001","13,359","13,278","13,403","13,278","","0.50%"
"12/24/2001","13,293","13,248","13,346","13,248","","0.17%"
"12/21/2001","13,270","13,174","13,352","13,172","","0.77%"
"12/20/2001","13,169","13,158","13,219","13,150","","0.14%"
"12/19/2001","13,151","13,387","13,394","13,122","","-1.69%"
"12/18/2001","13,378","13,273","13,421","13,263","","0.90%"
"12/17/2001","13,258","13,297","13,304","13,213","","-0.22%"
"12/14/2001","13,287","13,090","13,335","13,086","","1.57%"
"12/13/2001","13,081","13,081","13,135","13,066","","0.00%"
"12/12/2001","13,081","13,026","13,090","13,008","","0.53%"
"12/11/2001","13,012","13,024","13,045","12,966","","-0.02%"
"12/10/2001","13,015","13,126","13,128","12,953","","-0.66%"
"12/07/2001","13,101","13,116","13,157","13,062","","-0.08%"
"12/06/2001","13,112","13,103","13,168","13,064","","0.06%"
"12/05/2001","13,103","13,177","13,216","13,080","","-0.56%"
"12/04/2001","13,177","13,249","13,278","13,165","","-0.65%"
"12/03/2001","13,263","13,163","13,294","13,142","","1.04%"
"11/30/2001","13,126","13,108","13,203","13,108","","0.25%"
"11/29/2001","13,094","13,140","13,202","13,094","","-0.35%"
"11/28/2001","13,140","13,101","13,198","13,099","","0.30%"
"11/27/2001","13,101","13,086","13,122","13,058","","0.12%"
"11/26/2001","13,086","13,092","13,114","13,052","","-0.01%"
"11/23/2001","13,087","13,079","13,213","13,067","","0.06%"
"11/22/2001","13,079","13,080","13,126","13,055","","-0.08%"
"11/21/2001","13,090","13,085","13,123","13,032","","0.02%"
"11/20/2001","13,087","13,065","13,136","13,051","","0.17%"
"11/19/2001","13,065","13,162","13,208","13,034","","-0.74%"
"11/16/2001","13,162","13,176","13,218","13,118","","-0.11%"
"11/15/2001","13,176","13,304","13,349","13,152","","-0.96%"
"11/14/2001","13,304","13,313","13,409","13,273","","-0.14%"
"11/13/2001","13,323","13,327","13,411","13,241","","-0.03%"
"11/12/2001","13,327","13,301","13,490","13,263","","0.27%"
"11/09/2001","13,292","13,259","13,329","13,259","","-0.11%"
"11/08/2001","13,307","13,436","13,471","13,254","","-0.94%"
"11/07/2001","13,433","13,447","13,467","13,390","","0.20%"
"11/06/2001","13,406","13,355","13,421","13,332","","0.42%"
"11/05/2001","13,351","13,420","13,420","13,303","","-0.43%"
"11/02/2001","13,409","13,412","13,455","13,390","","-0.02%"
"11/01/2001","13,412","13,390","13,474","13,340","","0.13%"
"10/31/2001","13,394","13,432","13,502","13,327","","-0.23%"
"10/30/2001","13,425","13,365","13,483","13,365","","0.56%"
"10/29/2001","13,351","13,309","13,375","13,278","","0.54%"
"10/26/2001","13,279","13,261","13,307","13,245","","-0.05%"
"10/25/2001","13,285","13,212","13,299","13,182","","0.61%"
"10/24/2001","13,204","13,228","13,267","13,190","","-0.08%"
"10/23/2001","13,214","13,214","13,239","13,160","","0.10%"
"10/22/2001","13,201","13,391","13,391","13,186","","-1.53%"
"10/19/2001","13,406","13,386","13,425","13,312","","0.07%"
"10/18/2001","13,396","13,553","13,611","13,319","","-1.00%"
"10/17/2001","13,532","13,488","13,579","13,469","","0.39%"
"10/16/2001","13,479","13,499","13,545","13,440","","-0.08%"
"10/15/2001","13,489","13,635","13,707","13,475","","-1.06%"
"10/12/2001","13,633","13,536","13,652","13,485","","1.10%"
"10/11/2001","13,485","13,677","13,677","13,437","","-1.27%"
"10/10/2001","13,658","13,868","13,883","13,610","","-1.26%"
"10/09/2001","13,832","14,015","14,038","13,825","","-1.36%"
"10/08/2001","14,023","14,028","14,123","13,953","","0.58%"
"10/05/2001","13,942","13,891","14,022","13,891","","0.42%"
"10/04/2001","13,883","13,820","13,955","13,796","","0.31%"
"10/03/2001","13,841","13,876","13,938","13,827","","-0.15%"
"10/02/2001","13,861","13,979","14,030","13,823","","-0.77%"
"10/01/2001","13,969","13,975","14,019","13,919","","-0.07%"
"09/28/2001","13,979","13,913","14,037","13,843","","0.34%"
"09/27/2001","13,932","13,973","13,999","13,800","","-0.38%"
"09/26/2001","13,984","13,793","14,028","13,793","","1.12%"
"09/25/2001","13,829","13,832","13,877","13,712","","-0.02%"
"09/24/2001","13,832","13,950","14,034","13,725","","-1.00%"
"09/21/2001","13,972","13,828","14,130","13,804","","1.08%"
"09/20/2001","13,823","13,908","13,930","13,794","","-0.58%"
"09/19/2001","13,904","13,765","13,956","13,717","","0.92%"
"09/18/2001","13,777","13,814","13,879","13,668","","-0.28%"
"09/17/2001","13,815","13,704","14,115","13,591","","1.41%"
"09/14/2001","13,623","13,297","13,790","13,258","","2.09%"
"09/13/2001","13,345","13,127","13,345","13,080","","1.29%"
"09/12/2001","13,174","13,734","13,734","13,056","","-2.74%"
"09/11/2001","13,545","12,820","13,725","12,820","","5.52%"
"09/10/2001","12,837","12,873","12,942","12,778","","-0.28%"
"09/07/2001","12,873","12,847","12,955","12,817","","0.20%"
"09/06/2001","12,847","12,792","12,883","12,769","","0.37%"
"09/05/2001","12,799","12,802","12,835","12,759","","-0.06%"
"09/04/2001","12,807","12,865","12,872","12,770","","-0.49%"
"09/03/2001","12,870","12,897","12,911","12,870","","-0.28%"
"08/31/2001","12,907","12,953","13,008","12,818","","-0.31%"
"08/30/2001","12,947","12,862","12,966","12,806","","0.59%"
"08/29/2001","12,871","12,823","12,899","12,809","","0.49%"
"08/28/2001","12,809","12,832","12,832","12,728","","-0.22%"
"08/27/2001","12,837","12,827","12,861","12,767","","0.04%"
"08/24/2001","12,831","12,949","12,983","12,794","","-0.98%"
"08/23/2001","12,958","12,914","12,984","12,897","","0.34%"
"08/22/2001","12,914","12,947","13,079","12,909","","-0.18%"
"08/21/2001","12,938","12,989","13,071","12,886","","-0.36%"
"08/20/2001","12,984","13,109","13,163","12,974","","-1.13%"
"08/17/2001","13,133","12,927","13,222","12,927","","1.44%"
"08/16/2001","12,946","12,974","13,022","12,927","","-0.25%"
"08/15/2001","12,979","12,993","13,071","12,918","","-0.15%"
"08/14/2001","12,998","12,968","13,017","12,864","","0.12%"
"08/13/2001","12,982","12,885","13,010","12,885","","0.66%"
"08/10/2001","12,897","12,853","13,029","12,833","","0.23%"
"08/09/2001","12,867","12,627","12,891","12,608","","1.92%"
"08/08/2001","12,625","12,577","12,644","12,525","","0.30%"
"08/07/2001","12,587","12,584","12,601","12,521","","-0.02%"
"08/06/2001","12,589","12,639","12,653","12,560","","-0.28%"
"08/03/2001","12,624","12,591","12,657","12,539","","0.30%"
"08/02/2001","12,586","12,589","12,643","12,553","","0.05%"
"08/01/2001","12,579","12,537","12,641","12,537","","0.22%"
"07/31/2001","12,552","12,484","12,618","12,472","","0.58%"
"07/30/2001","12,479","12,601","12,620","12,465","","-0.97%"
"07/27/2001","12,601","12,542","12,606","12,502","","0.51%"
"07/26/2001","12,537","12,597","12,649","12,505","","-0.55%"
"07/25/2001","12,606","12,685","12,694","12,567","","-0.63%"
"07/24/2001","12,685","12,650","12,704","12,619","","0.34%"
"07/23/2001","12,643","12,702","12,712","12,633","","-0.48%"
"07/20/2001","12,704","12,659","12,743","12,643","","0.28%"
"07/19/2001","12,669","12,724","12,801","12,589","","-0.54%"
"07/18/2001","12,738","12,622","12,741","12,614","","0.92%"
"07/17/2001","12,622","12,576","12,622","12,542","","0.40%"
"07/16/2001","12,571","12,581","12,670","12,552","","-0.10%"
"07/13/2001","12,583","12,568","12,602","12,527","","0.21%"
"07/12/2001","12,557","12,623","12,650","12,505","","-0.71%"
"07/11/2001","12,646","12,544","12,698","12,524","","0.92%"
"07/10/2001","12,531","12,545","12,609","12,526","","-0.11%"
"07/09/2001","12,545","12,543","12,586","12,498","","0.19%"
"07/06/2001","12,521","12,490","12,568","12,445","","0.32%"
"07/05/2001","12,481","12,589","12,629","12,462","","-0.93%"
"07/04/2001","12,598","12,579","12,642","12,570","","-0.02%"
"07/03/2001","12,601","12,679","12,694","12,575","","-0.54%"
"07/02/2001","12,669","12,713","12,723","12,599","","-0.36%"
"06/29/2001","12,716","12,639","12,779","12,635","","0.62%"
"06/28/2001","12,637","12,779","12,786","12,557","","-1.00%"
"06/27/2001","12,765","12,978","13,033","12,721","","-1.53%"
"06/26/2001","12,964","12,848","13,095","12,828","","0.84%"
"06/25/2001","12,855","12,785","12,909","12,782","","0.58%"
"06/22/2001","12,782","12,777","12,937","12,747","","-0.11%"
"06/21/2001","12,796","12,774","12,871","12,723","","0.14%"
"06/20/2001","12,778","12,823","12,859","12,701","","-0.39%"
"06/19/2001","12,828","12,772","12,894","12,762","","0.26%"
"06/18/2001","12,795","12,749","12,861","12,708","","0.60%"
"06/15/2001","12,719","12,933","12,968","12,665","","-1.65%"
"06/14/2001","12,933","12,795","12,999","12,711","","1.04%"
"06/13/2001","12,800","12,765","12,847","12,640","","0.32%"
"06/12/2001","12,760","12,563","12,802","12,531","","1.55%"
"06/11/2001","12,566","12,800","12,809","12,482","","-1.86%"
"06/08/2001","12,804","12,485","12,869","12,482","","2.55%"
"06/07/2001","12,485","12,498","12,516","12,443","","0.02%"
"06/06/2001","12,483","12,467","12,560","12,429","","-0.10%"
"06/05/2001","12,496","12,473","12,520","12,425","","0.30%"
"06/04/2001","12,459","12,522","12,572","12,449","","-0.52%"
"06/01/2001","12,524","12,472","12,566","12,442","","0.36%"
"05/31/2001","12,479","12,487","12,597","12,458","","0.11%"
"05/30/2001","12,466","12,837","12,905","12,414","","-2.89%"
"05/29/2001","12,837","13,021","13,061","12,805","","-1.39%"
"05/28/2001","13,018","13,009","13,052","12,950","","0.02%"
"05/25/2001","13,016","13,079","13,206","12,896","","-0.54%"
"05/24/2001","13,086","13,299","13,484","12,927","","-1.62%"
"05/23/2001","13,302","13,395","13,395","13,231","","-0.61%"
"05/22/2001","13,384","13,381","13,407","13,215","","0.05%"
"05/21/2001","13,376","13,408","13,434","13,238","","-0.23%"
"05/18/2001","13,408","12,813","13,455","12,756","","4.63%"
"05/17/2001","12,815","12,739","12,874","12,735","","0.54%"
"05/16/2001","12,746","12,592","12,767","12,569","","1.24%"
"05/15/2001","12,590","12,581","12,603","12,493","","0.03%"
"05/14/2001","12,586","12,552","12,619","12,510","","0.36%"
"05/11/2001","12,541","12,577","12,635","12,529","","-0.27%"
"05/10/2001","12,575","12,605","12,659","12,531","","-0.29%"
"05/09/2001","12,612","12,385","12,654","12,383","","1.87%"
"05/08/2001","12,380","12,427","12,439","12,374","","-0.41%"
"05/07/2001","12,431","12,443","12,462","12,400","","-0.02%"
"05/04/2001","12,434","12,429","12,504","12,401","","-0.02%"
"05/03/2001","12,436","12,394","12,502","12,384","","0.30%"
"05/02/2001","12,399","12,362","12,436","12,329","","0.31%"
"05/01/2001","12,360","12,334","12,377","12,324","","0.14%"
"04/30/2001","12,343","12,352","12,355","12,299","","0.00%"
"04/27/2001","12,343","12,353","12,487","12,332","","-0.04%"
"04/26/2001","12,348","12,270","12,367","12,261","","0.73%"
"04/25/2001","12,258","12,361","12,385","12,233","","-0.74%"
"04/24/2001","12,350","12,305","12,385","12,284","","0.32%"
"04/23/2001","12,310","12,345","12,391","12,258","","-0.43%"
"04/20/2001","12,363","12,402","12,426","12,300","","-0.41%"
"04/19/2001","12,414","12,210","12,414","12,196","","1.63%"
"04/18/2001","12,215","12,203","12,257","12,084","","0.07%"
"04/17/2001","12,206","12,337","12,413","12,153","","-1.27%"
"04/16/2001","12,363","12,171","12,400","12,152","","1.66%"
"04/13/2001","12,161","12,161","12,165","12,119","","-0.02%"
"04/12/2001","12,163","12,056","12,188","12,039","","0.93%"
"04/11/2001","12,051","11,955","12,098","11,937","","0.70%"
"04/10/2001","11,967","11,988","12,059","11,914","","-0.35%"
"04/09/2001","12,009","12,091","12,151","11,995","","-0.60%"
"04/06/2001","12,082","12,019","12,107","11,979","","0.52%"
"04/05/2001","12,019","12,040","12,060","11,979","","-0.08%"
"04/04/2001","12,028","11,976","12,121","11,976","","0.55%"
"04/03/2001","11,962","11,896","12,032","11,895","","0.61%"
"04/02/2001","11,889","12,005","12,033","11,850","","-0.93%"
"03/30/2001","12,001","12,057","12,088","11,969","","-0.42%"
"03/29/2001","12,052","12,101","12,154","12,031","","-0.34%"
"03/28/2001","12,094","12,139","12,195","12,070","","-0.58%"
"03/27/2001","12,164","12,219","12,275","12,150","","-0.52%"
"03/26/2001","12,228","12,210","12,256","12,158","","0.11%"
"03/23/2001","12,214","12,214","12,295","12,184","","0.02%"
"03/22/2001","12,211","12,255","12,290","12,169","","-0.42%"
"03/21/2001","12,262","12,194","12,276","12,149","","0.56%"
"03/20/2001","12,194","12,154","12,302","12,144","","0.41%"
"03/19/2001","12,145","12,061","12,210","12,059","","0.74%"
"03/16/2001","12,056","12,139","12,201","12,038","","-0.60%"
"03/15/2001","12,129","12,284","12,286","12,088","","-0.96%"
"03/14/2001","12,247","12,502","12,577","12,237","","-1.68%"
"03/13/2001","12,456","12,667","12,675","12,451","","-1.63%"
"03/12/2001","12,662","12,640","12,778","12,522","","0.17%"
"03/09/2001","12,640","12,408","12,654","12,366","","2.18%"
"03/08/2001","12,370","12,184","12,394","12,179","","1.56%"
"03/07/2001","12,180","12,098","12,223","12,073","","0.64%"
"03/06/2001","12,103","12,219","12,230","12,061","","-0.91%"
"03/05/2001","12,214","12,212","12,258","12,156","","0.09%"
"03/02/2001","12,204","12,311","12,336","12,185","","-1.09%"
"03/01/2001","12,338","12,429","12,447","12,315","","-0.60%"
"02/28/2001","12,413","12,477","12,477","12,304","","-0.59%"
"02/27/2001","12,486","12,423","12,542","12,414","","0.57%"
"02/26/2001","12,416","12,170","12,425","12,170","","2.09%"
"02/23/2001","12,161","12,023","12,175","12,020","","1.07%"
"02/22/2001","12,032","12,033","12,125","11,976","","0.07%"
"02/21/2001","12,024","11,916","12,066","11,894","","0.90%"
"02/20/2001","11,917","12,057","12,084","11,909","","-1.25%"
"02/19/2001","12,067","12,015","12,124","12,015","","0.36%"
"02/16/2001","12,024","11,890","12,052","11,806","","1.09%"
"02/15/2001","11,895","12,077","12,128","11,858","","-1.57%"
"02/14/2001","12,084","12,109","12,159","12,084","","-0.32%"
"02/13/2001","12,123","12,133","12,180","12,081","","-0.05%"
"02/12/2001","12,128","12,129","12,175","12,088","","0.38%"
"02/09/2001","12,083","12,079","12,130","12,020","","0.01%"
"02/08/2001","12,081","12,203","12,223","12,060","","-0.93%"
"02/07/2001","12,195","12,205","12,251","12,173","","-0.05%"
"02/06/2001","12,201","12,292","12,376","12,141","","-0.78%"
"02/05/2001","12,297","12,393","12,393","12,283","","-0.73%"
"02/02/2001","12,387","12,424","12,454","12,348","","-0.52%"
"02/01/2001","12,452","12,322","12,452","12,308","","1.13%"
"01/31/2001","12,313","12,320","12,362","12,231","","-0.01%"
"01/30/2001","12,313","12,206","12,357","12,190","","0.87%"
"01/29/2001","12,206","12,240","12,256","12,179","","0.04%"
"01/26/2001","12,202","12,292","12,319","12,160","","-0.72%"
"01/25/2001","12,290","12,258","12,322","12,209","","0.26%"
"01/24/2001","12,258","12,327","12,359","12,207","","-0.56%"
"01/23/2001","12,327","12,376","12,466","12,278","","-0.19%"
"01/22/2001","12,351","12,286","12,425","12,285","","0.77%"
"01/19/2001","12,256","12,259","12,360","12,238","","-0.12%"
"01/18/2001","12,271","12,223","12,295","12,209","","0.43%"
"01/17/2001","12,219","12,245","12,270","12,179","","-0.14%"
"01/16/2001","12,236","12,240","12,336","12,200","","-0.04%"
"01/15/2001","12,240","12,290","12,297","12,226","","-0.27%"
"01/12/2001","12,273","12,297","12,371","12,241","","-0.13%"
"01/11/2001","12,290","12,325","12,412","12,253","","-0.25%"
"01/10/2001","12,320","12,448","12,473","12,320","","-1.14%"
"01/09/2001","12,462","12,508","12,527","12,420","","-0.33%"
"01/08/2001","12,504","12,510","12,577","12,448","","0.07%"
"01/05/2001","12,495","12,478","12,544","12,439","","0.14%"
"01/04/2001","12,478","12,488","12,557","12,440","","-0.35%"
"01/03/2001","12,521","12,546","12,595","12,418","","-0.05%"
"01/02/2001","12,528","12,715","12,759","12,486","","-1.24%"
"12/29/2000","12,685","12,698","12,747","12,627","","-0.14%"
"12/28/2000","12,703","12,843","12,880","12,652","","-1.09%"
"12/27/2000","12,843","12,785","12,861","12,785","","0.49%"
"12/26/2000","12,781","12,740","12,804","12,733","","0.17%"
"12/25/2000","12,758","12,756","12,775","12,756","","0.01%"
"12/22/2000","12,757","12,779","12,835","12,729","","-0.17%"
"12/21/2000","12,779","12,745","12,812","12,700","","0.20%"
"12/20/2000","12,754","12,602","12,768","12,582","","1.30%"
"12/19/2000","12,590","12,604","12,624","12,535","","-0.11%"
"12/18/2000","12,604","12,659","12,664","12,585","","-0.30%"
"12/15/2000","12,642","12,602","12,682","12,556","","0.43%"
"12/14/2000","12,588","12,565","12,649","12,532","","0.20%"
"12/13/2000","12,563","12,644","12,661","12,518","","-0.79%"
"12/12/2000","12,663","12,628","12,718","12,591","","0.32%"
"12/11/2000","12,623","12,734","12,755","12,589","","-0.70%"
"12/08/2000","12,712","12,770","12,796","12,710","","-0.45%"
"12/07/2000","12,770","12,816","12,884","12,742","","-0.44%"
"12/06/2000","12,826","12,623","12,830","12,611","","1.70%"
"12/05/2000","12,611","12,656","12,727","12,575","","-0.44%"
"12/04/2000","12,667","12,613","12,716","12,598","","0.56%"
"12/01/2000","12,596","12,643","12,756","12,575","","-0.33%"
"11/30/2000","12,638","12,479","12,643","12,435","","1.25%"
"11/29/2000","12,482","12,614","12,659","12,472","","-1.01%"
"11/28/2000","12,609","12,627","12,686","12,569","","-0.16%"
"11/27/2000","12,629","12,434","12,667","12,432","","1.78%"
"11/24/2000","12,408","12,432","12,473","12,408","","-0.17%"
"11/23/2000","12,429","12,454","12,512","12,415","","-0.22%"
"11/22/2000","12,457","12,412","12,519","12,390","","0.37%"
